username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
sully127,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27036.0,27036.0,27036.0,0.0,43.0,female,"murfreesboro, tn, usa",white,accountant,single,no children,christian,straight,female,,41-50,,,
forgottenone,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
upnorth,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
pinedafer,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,9628.0,9628.0,9628.0,0.0,43.0,male,"la ceiba, honduras",hispanic,comerciante,single,no children,christian,straight,male,,41-50,,,
kafa,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
mandiis,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27226.0,27226.0,27226.0,0.0,37.0,female,"tulua, valle del cauca, colombia",hispanic,vendedora,single,1-2 living with me,other,straight,female,,31-40,,,
ricardom234567,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
indi,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
justinm234,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28784.0,28784.0,28784.0,0.0,48.0,male,"santiago de los caballeros, republica dominicana",hispanic,,divorced,more than 2 living with me,christian,straight,male,,41-50,,,
sergioh2345,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
marialetovar,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
kalid,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27650.0,27650.0,27650.0,0.0,37.0,male,"warsaw, poland",asian,,separated,1-2 living elsewhere,other,straight,male,,31-40,,,
apple688,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,9106.0,9106.0,9106.0,0.0,44.0,female,"kota kinabalu, sabah, malaysia",asian,personal assistant,single,no children,atheist,straight,female,,41-50,,,
bj976,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5457.0,5457.0,5457.0,0.0,46.0,male,"chimaltenango, guatemala",hispanic,,single,1-2 living with me,christian,straight,male,,41-50,,,
gato77,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29359.0,29359.0,29359.0,0.0,46.0,male,"madrid, espana",white,mantenimiento,single,want children,christian,straight,male,,41-50,,,
alejandra1506,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29352.0,29352.0,29352.0,0.0,42.0,female,"piedecuesta, santander, colombia",hispanic,,single,no children,christian,straight,female,,41-50,,,
mariya999,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
cocomarsh,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29612.0,29612.0,29612.0,0.0,33.0,female,"fresno, ca, usa",black,,single,no children,christian,straight,female,,31-40,,,
paulr234,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,33232.0,33233.0,33233.0,0.0,57.0,male,"arcadia, in 46030, usa",white,,divorced,more than 2 living elsewhere,christian,straight,male,,51-60,,,
samxx,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
ramifromlebanon1,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
user_68442,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
luisluis,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29207.0,29207.0,29207.0,0.0,43.0,male,"caracas, capital district, venezuela",hispanic,,single,no children,christian,straight,male,,41-50,,,
katy789,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29048.0,29048.0,29048.0,0.0,31.0,female,"san salvador, el salvador",hispanic,estudiante,single,want children,christian,straight,female,,31-40,,,
zen360,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29144.0,29144.0,29144.0,0.0,53.0,male,"guatemala city, guatemala",white,internet entrepreneur,single,want children,spiritual,straight,male,,51-60,,,
erikvalparaiso,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
yelenas,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,32723.0,32723.0,32723.0,0.0,45.0,female,"almaty, kazakhstan",white,designer,single,no children,other,straight,female,"my basic character traits are friendly, honest, responsible, compassionate, sensitive, positive thinking, good humor sense, easy-going. i have wide interests, my favorites are yoga, oriental philosophy, accessories design and decoration, traveling. my motto is: it does not matter what others do, it is important what you do",41-50,"{'traveling', 'philosophy', 'basic', 'traits', 'matter', 'accessories', 'compassionate', 'sense', 'wide', 'good', 'yoga', 'decoration', 'favorites', 'easygoing', 'sensitive', 'important', 'design', 'motto', 'positive', 'friendly', 'character', 'humor', 'thinking', 'others', 'interests', 'oriental', 'responsible', 'honest'}",basic charact trait friendli honest respons compassion sensit posit think good humor sens easygo wide interest favorit yoga orient philosophi accessori design decor travel motto matter other import,"{'orient', 'posit', 'other', 'favorit', 'basic', 'charact', 'sens', 'accessori', 'travel', 'matter', 'decor', 'compassion', 'import', 'wide', 'sensit', 'good', 'yoga', 'think', 'friendli', 'respons', 'trait', 'easygo', 'design', 'philosophi', 'motto', 'interest', 'humor', 'honest'}"
juancico77,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29009.0,29009.0,29009.0,0.0,45.0,male,"orlando, fl, usa",hispanic,,single,1-2 living with me,christian,straight,male,,41-50,,,
delft,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
eeliecer,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6556.0,6556.0,6556.0,0.0,48.0,male,"barranquilla, atlantico, colombia",hispanic,paramedico,single,more than 2 living elsewhere,christian,straight,male,,41-50,,,
blanca1,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28919.0,28919.0,28919.0,0.0,44.0,female,"buenos aires, caba, argentina",hispanic,,single,more than 2 living with me,spiritual,straight,female,,41-50,,,
zeebugman,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
bettyw,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36092.0,36093.0,36093.0,0.0,72.0,female,"syracuse, ny, usa",white,,divorced,more than 2 living elsewhere,christian,straight,female,,71-80,,,
mariomf,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28858.0,28858.0,28858.0,0.0,33.0,male,"tarija, bolivia",hispanic,profesional,single,no children,christian,straight,male,,31-40,,,
lily_lili,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28849.0,28849.0,28849.0,0.0,26.0,female,"managua, nicaragua",hispanic,estudios,single,no children,other,straight,female,,21-30,,,
jp627,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29382.0,29382.0,29382.0,0.0,29.0,female,"cleveland, oh, usa",white,,single,no children,other,bisexual,female,,21-30,,,
terryf23,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,31031.0,31031.0,31031.0,0.0,44.0,male,"cuyahoga falls, oh, usa",,,divorced,1-2 living elsewhere,spiritual,straight,male,,41-50,,,
adrianzi,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6568.0,6568.0,6568.0,0.0,66.0,male,"vina del mar, valparaiso, chile",white,fotografo,divorced,1-2 living elsewhere,christian,straight,male,,61-70,,,
silviog,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29513.0,29513.0,29513.0,0.0,41.0,male,"city of orange, nj, usa",hispanic,,divorced,want children,other,straight,male,,41-50,,,
chars,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,8661.0,8661.0,8661.0,0.0,49.0,male,"buenos aires, autonomous city of buenos aires, argentina",hispanic,ing en electricidad,single,want children,christian,straight,male,,41-50,,,
jamws,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
dani32,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,32740.0,32740.0,32740.0,0.0,42.0,male,"barquisimeto 3001, lara, venezuela",black,profecional,single,no children,other,straight,male,,41-50,,,
shimmi13,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,33337.0,33338.0,33338.0,0.0,48.0,female,"los velez, almeria, spain",white,business travel consultant,single,more than 2 living with me,christian,straight,female,,41-50,,,
issa05,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
gatm,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,8288.0,8288.0,8288.0,0.0,38.0,male,"london, uk",hispanic,chef,single,no children,christian,straight,male,,31-40,,,
nat_15,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
guadalupem,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
anwarboy,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
salo_2824,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6486.0,6486.0,6486.0,0.0,42.0,female,"bogota, colombia",hispanic,auxiliar administrativo,separated,1-2 living elsewhere,christian,straight,female,,41-50,,,
jesus964,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
dalvinr,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,32610.0,32610.0,32610.0,0.0,48.0,male,"santo domingo, republica dominicana",hispanic,,divorced,1-2 living elsewhere,christian,straight,male,,41-50,,,
feya,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
josetorrez45,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6469.0,6469.0,6469.0,0.0,47.0,male,"caracas, distrito capital, venezuela",white,diseno grafico,single,no children,christian,straight,male,,41-50,,,
menrique,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
lorepike,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,29407.0,29407.0,29407.0,0.0,48.0,female,"santa maria, ca, usa",hispanic,linguist,divorced,1-2 living with me,atheist,straight,female,,41-50,,,
ketim,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,33031.0,33031.0,33031.0,0.0,41.0,female,"kharkiv, kharkiv oblast, ukraine",white,"doctor, surgery professor at the medical university",divorced,1-2 living with me,christian,straight,female,,41-50,,,
enchanted05,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,32585.0,32585.0,32585.0,0.0,44.0,female,"garland, tx, usa",hispanic,,divorced,1-2 living with me,christian,straight,female,,41-50,,,
aliajay74,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6555.0,6555.0,6555.0,0.0,61.0,female,"oakland, ca, usa",black,life coach,divorced,1-2 living elsewhere,spiritual,straight,female,,61-70,,,
margaritam2,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,33093.0,33094.0,33094.0,0.0,35.0,female,"usaquen, bogota, bogota, colombia",hispanic,,single,no children,christian,straight,female,,31-40,,,
lettycerv,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
edwin73,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
karelfacinf,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,8939.0,8939.0,8939.0,0.0,38.0,male,"holguin, cuba",white,profesor,single,no children,other,straight,male,,31-40,,,
pert,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,9059.0,9059.0,9059.0,0.0,40.0,male,"280 70 lonsboda, sweden",white,,single,no children,other,straight,male,,41-50,,,
libelula00,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
michell27,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28060.0,28060.0,28060.0,0.0,33.0,male,"bogota, colombia",hispanic,,single,no children,christian,straight,male,,31-40,,,
berkshire1099,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
mae3005,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
roir,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
anapatricia,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5751.0,5751.0,5751.0,0.0,66.0,female,"lima, peru",hispanic,,single,1-2 living with me,christian,straight,female,,61-70,,,
adolfom,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,23011.0,23011.0,23011.0,0.0,65.0,male,"barranquilla, atlantico, colombia",hispanic,,single,1-2 living elsewhere,christian,straight,male,,61-70,,,
dionella92,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,7917.0,7917.0,7917.0,0.0,31.0,female,"caracas, distrito capital, venezuela",mixed,student,single,no children,christian,straight,female,,31-40,,,
kriss229,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,5678.0,5678.0,5678.0,0.0,67.0,female,"ancaster, hamilton, on, canada",white,,divorced,1-2 living elsewhere,spiritual,straight,female,,61-70,,,
beatrizm2,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
sayask,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
sonya44,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,34595.0,34596.0,34596.0,0.0,51.0,female,"phuket, thailand",asian,tutor,divorced,1-2 living with me,buddhist,straight,female,,51-60,,,
trevr,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
elle32,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
69andresja,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,7942.0,7942.0,7942.0,0.0,30.0,male,"barranquilla, atlantico, colombia",black,ayudante de cocina,single,no children,spiritual,straight,male,,31-40,,,
elcheco1224,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,34630.0,34631.0,34631.0,0.0,46.0,male,"breckenridge, tx 76424, usa",hispanic,,divorced,1-2 living elsewhere,christian,straight,male,,41-50,,,
palma,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,35256.0,35257.0,35257.0,0.0,39.0,female,"tegucigalpa, honduras",hispanic,estudiante,single,want children,other,straight,female,,31-40,,,
alexisgr6,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,36500.0,36501.0,36501.0,0.0,55.0,male,"la habana, cuba",white,autonomo,divorced,no children,other,straight,male,,51-60,,,
danias,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,27974.0,27974.0,27974.0,0.0,49.0,female,"san pedro de macoris 21000, republica dominicana",hispanic,,divorced,1-2 living with me,christian,straight,female,,41-50,,,
rociobsb,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
user_45222,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,28065.0,28065.0,28065.0,0.0,35.0,male,"bogota, colombia",hispanic,,single,no children,other,straight,male,,31-40,,,
chiquis,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,34516.0,34517.0,34517.0,0.0,34.0,female,"seaside, california, ee. uu.",hispanic,,single,no children,christian,straight,female,,31-40,,,
neriejane,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
ianb2,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
rasel86,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,34067.0,34068.0,34068.0,0.0,37.0,male,"turku, finland",asian,,single,no children,muslim,straight,male,,31-40,,,
seniorsteve2656,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,,,,,,,,,,,,,,,,,,,
david8308,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,8080.0,8080.0,8080.0,0.0,40.0,male,"medellin, antioquia, colombia",hispanic,,single,want children,spiritual,straight,male,"i am cheerfull, afeccionate and very detailed, loyal and honest, i am looking for a woman for serious relationship.",41-50,"{'looking', 'detailed', 'relationship', 'serious', 'afeccionate', 'woman', 'cheerfull', 'loyal', 'honest'}",cheerful afeccion detail loyal honest look woman seriou relationship,"{'detail', 'relationship', 'look', 'seriou', 'woman', 'afeccion', 'loyal', 'cheerful', 'honest'}"
sarah1,8.214069386996269e-06,8.214069386996269e-06,8.214069386996269e-06,6018.0,6018.0,6018.0,0.0,35.0,female,"toronto, on, canada",asian,chef,single,no children,christian,straight,female,"i never thought i'd be single again, but here i am. i'm not looking forward to dating again, especially on the internet. but i can see that this could be a good way to learn about someone in a much shorter time.  

i've always been a passionate, loyal and devoted with strong family values and high moral standards  with a great sense of humor ,intelligent and very understanding ,hardworking ,and also a good cook.i took interest in cooking from my mom .i have learn to stay in the kitchen while she cooks.perhaps growing up with mom as taught me so much of how man can be treated in the place they so desire .i am a loyal, fun, outgoing person. i don't like games . just be honest, it saves a lot of time.

about me: i guess i am best described as contradictory and diverse. adventurous yet stable. fun yet reliable. hard worker yet not a workaholic. funny with a serious side. active yet relaxed. in shape, but up for staying in. communicative yet thoughtful. and chivalry is not dead.and of course romantic! i am comfortable with who i am and am established in a good career.i like to stay reasonably active by going to the gym, swimming, tennis, basketball, hiking, walking, or bicycling.",31-40,"{'yet', 'hiking', 'careeri', 'd', 'games', 'great', 'thought', 'learn', 'moral', 'fun', 'reasonably', 'place', 'forward', 'adventurous', 'stay', 'described', 'staying', 'm', 'person', 'contradictory', 'way', 'standards', 'going', 'workaholic', 'course', 'could', 'thoughtful', 'romantic', 'cooki', 'understanding', 'also', 'active', 'internet', 'always', 'bicycling', 'intelligent', 'see', 'looking', 'serious', 'man', 'sense', 'treated', 'i', 'single', 'shorter', 'outgoing', 'guess', 'shape', 'diverse', 'loyal', 'best', 'time', 'saves', 'established', 'high', 'good', 'tennis', 'reliable', 'deadand', 'taught', 'growing', 'devoted', 'cooksperhaps', 'worker', 'nt', 'chivalry', 'humor', 'hardworking', 'values', 'honest', 'gym', 'communicative', 'basketball', 'stable', 'strong', 'family', 'side', 'lot', 'desire', 've', 'swimming', 'dating', 'walking', 'hard', 'kitchen', 'relaxed', 'comfortable', 'like', 'never', 'interest', 'mom', 'cooking', 'much', 'especially', 'someone', 'funny', 'passionate', 'took'}",never thought d singl m look forward date especi internet see could good way learn someon much shorter time ve alway passion loyal devot strong famili valu high moral standard great sens humor intellig understand hardwork also good cooki took interest cook mom i learn stay kitchen cooksperhap grow mom taught much man treat place desir i loyal fun outgo person nt like game honest save lot time guess best describ contradictori divers adventur yet stabl fun yet reliabl hard worker yet workahol funni seriou side activ yet relax shape stay commun yet thought chivalri deadand cours romant comfort establish good careeri like stay reason activ go gym swim tenni basketbal hike walk bicycl,"{'yet', 'careeri', 'd', 'great', 'sens', 'thought', 'basketbal', 'learn', 'moral', 'relax', 'fun', 'place', 'forward', 'funni', 'stay', 'm', 'commun', 'person', 'way', 'could', 'cooki', 'adventur', 'reliabl', 'especi', 'singl', 'also', 'internet', 'valu', 'devot', 'look', 'understand', 'seriou', 'reason', 'establish', 'alway', 'contradictori', 'see', 'man', 'intellig', 'romant', 'i', 'standard', 'treat', 'activ', 'tenni', 'shorter', 'cooksperhap', 'desir', 'guess', 'shape', 'loyal', 'best', 'walk', 'cook', 'hardwork', 'someon', 'time', 'high', 'hike', 'good', 'deadand', 'taught', 'cours', 'passion', 'famili', 'go', 'worker', 'nt', 'humor', 'divers', 'workahol', 'honest', 'chivalri', 'swim', 'bicycl', 'gym', 'stabl', 'game', 'strong', 'side', 'lot', 've', 'grow', 'save', 'hard', 'kitchen', 'like', 'never', 'date', 'interest', 'comfort', 'mom', 'much', 'outgo', 'describ', 'took'}"
