username,trust_score_pcc,trust_score_pr,trust_score,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,scam,age,gender,location,ethnicity,occupation,marital_status,children,religion,sexual_orientation,sex,description,age_bin,description_set,description_stem,description_stem_set
nicoleh,0.0002590611584469986,0.0003073875845724853,0.00028322437150974197,44482.0,44483.0,44483.0,0.0,49.0,female,"kuala lumpur, kuala lumpur, federal territory of kuala lumpur, malaysia",asian,,single,no children,buddhist,straight,female,,41-50,,,
sunshyne7,6.17488672831782e-05,0.000504390274287411,0.0002830695707852946,16543.0,16543.0,16543.0,0.0,44.0,female,"nassau, the bahamas",black,,divorced,1-2 living elsewhere,christian,straight,female,,41-50,,,
clau22,0.00021872284246461708,0.0003462521808744743,0.0002824875116695457,34199.0,34200.0,34200.0,0.0,43.0,female,"cali, cali, valle del cauca, colombia",hispanic,salud,separated,want children,spiritual,straight,female,,41-50,,,
javier2018,0.00010021519567991623,0.00046355204049257495,0.00028188361808624557,12971.0,12971.0,12971.0,0.0,46.0,male,"salamanca, espana",white,informatico,divorced,want children,christian,straight,male,,41-50,,,
michaela,0.00028296790319518505,0.00028047570152550514,0.0002817218023603451,47430.0,47431.0,47431.0,0.0,54.0,female,"rethimno, greece",white,shop asistent,divorced,no children,atheist,straight,female,,51-60,,,
tina0790,0.00012220875381890983,0.0004365918881382982,0.000279400320978604,20329.0,20329.0,20329.0,0.0,52.0,female,"kharkiv, kharkiv oblast, ukraine",white,,divorced,1-2 living with me,spiritual,straight,female,,51-60,,,
darkfly,0.00023807728909970436,0.00032054379052789175,0.00027931053981379805,22993.0,22993.0,22993.0,0.0,46.0,male,"wolverhampton, uk",white,,single,no children,other,straight,male,,41-50,,,
joseluish,0.00024543823694279324,0.00031305107857933733,0.0002792446577610653,26356.0,26356.0,26356.0,0.0,45.0,male,"santiago de surco, peru",hispanic,engineer,single,no children,christian,straight,male,,41-50,,,
analidia,0.00010671248387436721,0.0004510569477571886,0.00027888471581577793,20259.0,20259.0,20259.0,0.0,45.0,female,"guadalajara, jal., mexico",white,contador publico,divorced,1-2 living with me,christian,straight,female,,41-50,,,
cartonc,0.00015513453925882688,0.000401326238897832,0.0002782303890783294,37942.0,37943.0,37943.0,0.0,38.0,male,"diego martin, trinidad and tobago",black,,single,want children,other,straight,male,,31-40,,,
mistylight,2.07961363481698e-05,0.0005350584048480846,0.0002779272705981272,623.0,623.0,623.0,0.0,66.0,female,"tagaytay, cavite, philippines",asian,self employed,widowed,1-2 living with me,christian,straight,female,,61-70,,,
mauro37,6.323031928479298e-05,0.0004860165075982613,0.00027462341344152715,16875.0,16875.0,16875.0,0.0,42.0,male,"san juan, argentina",white,asistente,single,want children,other,straight,male,,41-50,,,
anar234,0.00031643487412029425,0.00023043798169720134,0.00027343642790874777,30408.0,30408.0,30408.0,0.0,58.0,female,"2400 mol, belgium",white,,widowed,1-2 living elsewhere,atheist,straight,female,,51-60,,,
xcarpediem,0.0002635999451810749,0.00028183886681474164,0.0002727194059979083,757.0,757.0,757.0,0.0,61.0,male,"paris, france",white,hr director,single,1-2 living elsewhere,christian,straight,male,"my values and principles of life, on words : 

attentive to the other, always listen their opinions, loyal supporter, sincerity, understanding, excellent listener, good manners 
franc, courteous, honest, elégant, tender, 
stable, respectful, ready to take responsibility 
seriousness, charming, polite, good personality, 
playful, warmth, unpretentious, down-to-earth, 
easygoing nature, encourages others , high degree of personal integrity, passionate, 
sense of humor, a very private person ...",61-70,"{'listen', 'always', 'principles', 'degree', 'excellent', 'personal', 'life', 'warmth', 'stable', 'respectful', 'polite', 'franc', 'take', 'unpretentious', 'high', 'seriousness', 'integrity', 'responsibility', 'downtoearth', 'sense', 'good', 'charming', 'nature', 'supporter', 'ready', 'private', 'tender', 'easygoing', 'person', 'opinions', 'manners', 'courteous', 'elgant', 'playful', 'sincerity', 'understanding', 'attentive', 'humor', 'listener', 'others', 'values', 'encourages', 'personality', 'loyal', 'passionate', 'honest', 'words'}",valu principl life word attent alway listen opinion loyal support sincer understand excel listen good manner franc courteou honest elgant tender stabl respect readi take respons serious charm polit good person play warmth unpretenti downtoearth easygo natur encourag other high degre person integr passion sens humor privat person,"{'listen', 'life', 'warmth', 'understand', 'other', 'manner', 'alway', 'sens', 'franc', 'take', 'natur', 'encourag', 'opinion', 'high', 'stabl', 'support', 'respect', 'serious', 'downtoearth', 'good', 'attent', 'privat', 'tender', 'degre', 'excel', 'courteou', 'principl', 'respons', 'passion', 'person', 'polit', 'unpretenti', 'easygo', 'elgant', 'sincer', 'charm', 'word', 'integr', 'humor', 'readi', 'valu', 'play', 'loyal', 'honest'}"
johnf23456,0.00024314843640474003,0.0002956939581972106,0.0002694211973009753,35766.0,35767.0,35767.0,0.0,72.0,male,"boca raton, fl, usa",white,,divorced,no children,spiritual,straight,male,,71-80,,,
willwe,0.00016244969484283616,0.0003752316186319956,0.00026884065673741587,14104.0,14104.0,14104.0,0.0,64.0,male,"marrakesh, morocco",black,hospitality,separated,no children,spiritual,straight,male,,61-70,,,
cunnetc12,0.0001792807871931383,0.00035832154483286864,0.00026880116601300346,4204.0,4204.0,4204.0,0.0,55.0,female,"frankfurt, germany",white,health asistance,widowed,no children,christian,straight,female,": welcome to my profile and i'm really happy, that you have paid precious attention to me by reading my words, concerning myself and my personality! i would describe myself in some words as energetic, happy, with a sense of humor and quite often may be in some funny or awkward life's stories. secondly, i'm very sincere and honest. definitely, i prefer speaking the truth and i love hearing, when people are telling the truth to me. i am a very aimed personality. i have achieved many things in my life, but i realized that i missed one important thing - family. i understand clearly that the most important thing for me is to meet the right man now. i am a caring and lovely lady and i know how to make my man happy. i want to create a strong family, where there is not going to be me and you, there will be only we! we are the best base for strong family in harmony! i am waiting for you, my future husband.",51-60,"{'lady', 'happy', 'best', 'stories', 'really', 'concerning', 'profile', 'realized', 'life', 'understand', 'caring', 'precious', 'would', 'many', 'husband', 'meet', 'often', 'reading', 'love', 'create', 'one', 'funny', 'truth', 'achieved', 'strong', 'want', 'man', 'sense', 'things', 'describe', 'sincere', 'family', 'quite', 's', 'energetic', 'base', 'm', 'harmony', 'awkward', 'speaking', 'right', 'prefer', 'know', 'aimed', 'important', 'thing', 'going', 'paid', 'attention', 'secondly', 'telling', 'missed', 'make', 'lovely', 'humor', 'definitely', 'people', 'waiting', 'hearing', 'welcome', 'clearly', 'may', 'personality', 'future', 'honest', 'words'}",welcom profil m realli happi paid preciou attent read word concern person would describ word energet happi sens humor quit often may funni awkward life s stori secondli m sincer honest definit prefer speak truth love hear peopl tell truth aim person achiev mani thing life realiz miss one import thing famili understand clearli import thing meet right man care love ladi know make man happi want creat strong famili go best base strong famili harmoni wait futur husband,"{'best', 'profil', 'life', 'speak', 'miss', 'concern', 'stori', 'understand', 'sens', 'happi', 'would', 'secondli', 'tell', 'often', 'meet', 'love', 'husband', 'mani', 'one', 'truth', 'import', 'ladi', 'aim', 'man', 'want', 'strong', 'funni', 'attent', 'quit', 'preciou', 's', 'm', 'creat', 'energet', 'base', 'awkward', 'right', 'know', 'realli', 'definit', 'welcom', 'person', 'prefer', 'hear', 'harmoni', 'thing', 'paid', 'make', 'sincer', 'word', 'read', 'famili', 'go', 'futur', 'care', 'humor', 'wait', 'describ', 'peopl', 'clearli', 'may', 'achiev', 'realiz', 'honest'}"
gloryz,0.0002765445144384928,0.00026046399689189087,0.00026850425566519185,32226.0,32226.0,32226.0,0.0,46.0,female,"caldas, colombia",hispanic,administrativo,single,1-2 living elsewhere,christian,straight,female,,41-50,,,
marqus,0.00010166513352681714,0.00043465410731224587,0.0002681596204195315,13157.0,13157.0,13157.0,0.0,54.0,male,"rome, metropolitan city of rome, italy",white,,separated,1-2 living with me,other,straight,male,,51-60,,,
lauraaaaaaa,0.00012805597993921175,0.00040633888740361805,0.0002671974336714149,9332.0,9332.0,9332.0,0.0,44.0,female,"dragomiresti-vale, romania",white,teaching,divorced,no children,christian,straight,female,"hi .
here i am:) my name is laura .i am person with a beautiful personality, with experience of life and humor. i appreciate the true values of life.i would like to talk just with serious people on this site.life it s too short to lose time.",41-50,"{'talk', 'life', 'would', 'laura', 'time', 'lifei', 'serious', 'true', 'appreciate', 'i', 'hi', 'person', 'sitelife', 'like', 'name', 'lose', 'experience', 'humor', 'people', 'short', 'values', 'personality', 'beautiful'}",hi name laura i person beauti person experi life humor appreci true valu lifei would like talk seriou peopl sitelif short lose time,"{'talk', 'life', 'seriou', 'would', 'laura', 'time', 'lifei', 'true', 'i', 'hi', 'experi', 'person', 'like', 'name', 'beauti', 'sitelif', 'lose', 'humor', 'short', 'peopl', 'valu', 'appreci'}"
samcro,0.000228140504255151,0.0003025466023333397,0.00026534355329424535,27051.0,27051.0,27051.0,0.0,49.0,male,"meath, co. meath, ireland",white,health care worker,single,no children,christian,straight,male,"im a very kind hearted person,i enjoy singing,having a good laugh,i enjoy life,its to be lived not wasted.very romantic.i would like to meet somewone who has a kind heart,who wants to fall in love,just to be happy.",41-50,"{'happy', 'kind', 'im', 'life', 'romantici', 'laugh', 'would', 'meet', 'fall', 'love', 'singing', 'good', 'enjoy', 'person', 'wants', 'like', 'hearted', 'somewone', 'heart', 'lived', 'wastedvery'}",im kind heart person enjoy sing good laugh enjoy life live wastedveri romantici would like meet somewon kind heart want fall love happi,"{'kind', 'sing', 'im', 'life', 'romantici', 'laugh', 'would', 'happi', 'meet', 'fall', 'love', 'want', 'good', 'wastedveri', 'enjoy', 'live', 'person', 'somewon', 'like', 'heart'}"
marirami22,7.499887803585315e-05,0.00045393525265229094,0.00026446706534407206,14521.0,14521.0,14521.0,0.0,43.0,female,"valencia, carabobo, venezuela",hispanic,asistente administrativo,single,1-2 living elsewhere,christian,straight,female,,41-50,,,
miry,0.00010542669782229126,0.00042106368223064297,0.0002632451900264671,9353.0,9353.0,9353.0,0.0,27.0,female,"santiago de cuba, cuba",hispanic,,single,no children,other,straight,female,,21-30,,,
shekfen,0.00019648832984402553,0.00032880510701107995,0.00026264671842755275,27961.0,27961.0,27961.0,0.0,39.0,female,"johor, malaysia",asian,teacher,single,no children,buddhist,straight,female,"im a fun and easy going girl. shy at first but once i get to know you, im just a crazy nut! just simply look at the sky and you will find me :d
im looking for someone that is honest, down to earth, shy, with a sense of humour.",31-40,"{'im', 'look', 'looking', 'girl', 'fun', 'simply', 'get', 'sense', 'crazy', 'first', 'know', 'going', 'earth', 'sky', 'nut', 'shy', 'easy', 'find', 'someone', 'humour', 'honest'}",im fun easi go girl shi first get know im crazi nut simpli look sky find im look someon honest earth shi sens humour,"{'im', 'look', 'sens', 'someon', 'girl', 'fun', 'simpli', 'get', 'shi', 'first', 'know', 'crazi', 'easi', 'earth', 'sky', 'nut', 'find', 'go', 'humour', 'honest'}"
lli,0.00021046896965175508,0.0003111376002818138,0.0002608032849667844,10447.0,10447.0,10447.0,0.0,57.0,female,"dnipro, dnipropetrovsk oblast, ukraine, 49000",white,university,divorced,1-2 living with me,christian,straight,female,,51-60,,,
yely1987,0.0001338969510592892,0.00038622642219876866,0.00026006168662902893,19794.0,19794.0,19794.0,0.0,35.0,female,"rubio 5030, tachira, venezuela",hispanic,docente,separated,1-2 living with me,christian,straight,female,,31-40,,,
brianda,0.0002864721395134262,0.0002329366193358768,0.0002597043794246515,5195.0,5195.0,5195.0,0.0,49.0,female,"cd juarez, chih., mexico",hispanic,negocio propio,single,1-2 living with me,christian,straight,female,,41-50,,,
ch1p2t3,0.00014488508670669077,0.00037383799331825525,0.000259361540012473,29951.0,29951.0,29951.0,0.0,74.0,male,"san cristobal, tachira, venezuela",hispanic,recepcionista,single,no children,christian,straight,male,,71-80,,,
franjos72,0.00012065438711939828,0.00039759750064155346,0.00025912594388047586,11310.0,11310.0,11310.0,0.0,51.0,male,"san pedro sula, honduras",hispanic,,single,don't want children,other,straight,male,,51-60,,,
ceciln,0.00036354504994913045,0.00015187378801798313,0.0002577094189835568,29215.0,29215.0,29215.0,0.0,70.0,male,"fort worth, tx, usa",white,,married,don't want children,christian,straight,male,,71-80,,,
naturistic2,0.0004255348777637697,8.836505965002634e-05,0.00025694996870689803,42494.0,42495.0,42495.0,0.0,64.0,male,"menahga, mn 56464, usa",white,retired,single,1-2 living elsewhere,spiritual,straight,male,,61-70,,,
nadjaandrea,0.00010840644071373689,0.00040324263146605214,0.0002558245360898945,7558.0,7558.0,7558.0,0.0,59.0,female,"villach, austria",white,self employed,separated,1-2 living elsewhere,atheist,straight,female,,51-60,,,
wavespell,0.00020926505094381268,0.00030197831944975864,0.00025562168519678563,26821.0,26821.0,26821.0,0.0,49.0,male,"lincoln, al, usa",white,business owner,divorced,no children,spiritual,straight,male,"career-oriented and fun-loving, i love to explore new fields of awareness. intelligent and kind, i know first hand what it is like to be scammed and deceived. i am very cautious, although i am open-minded to authentic and honest people. world-traveler and a renaissance man.",41-50,"{'new', 'kind', 'deceived', 'cautious', 'hand', 'authentic', 'intelligent', 'love', 'scammed', 'although', 'worldtraveler', 'openminded', 'man', 'first', 'funloving', 'explore', 'know', 'careeroriented', 'like', 'awareness', 'fields', 'people', 'renaissance', 'honest'}",careerori funlov love explor new field awar intellig kind know first hand like scam deceiv cautiou although openmind authent honest peopl worldtravel renaiss man,"{'new', 'kind', 'worldtravel', 'field', 'authent', 'hand', 'love', 'although', 'man', 'intellig', 'explor', 'first', 'know', 'careerori', 'like', 'scam', 'deceiv', 'funlov', 'openmind', 'cautiou', 'peopl', 'awar', 'renaiss', 'honest'}"
